customer_id,region,energy_consumption_kwh,peak_hours_usage,off_peak_usage,renewable_energy_pct,billing_amount,household_size,temperature_avg,income_bracket,smart_meter_installed,time_of_day_pricing,annual_energy_trend,solar_panel,target_high_usage
39,Wisconsin,1145.92,708.2,500.7,15.76,339.8,5,36.52,Medium,True,False,5.22,True,True
40,Arkansas,1399.38,390.39,594.68,69.27,307.22,4,29.46,High,True,True,9.85,True,True
41,Nevada,1190.88,474.26,673.83,82.08,421.35,5,31.08,Low,True,True,-1.73,True,True
42,Hawaii,969.23,114.14,443.54,70.45,275.12,7,-7.21,High,True,False,-3.9,False,False
43,Kentucky,449.63,211.02,392.5,44.03,171.43,4,29.09,Low,True,True,-1.13,False,False
44,Connecticut,1066.69,549.18,61.5,87.84,329.32,3,5.17,Low,True,True,3.41,False,True
45,Delaware,1010.39,601.88,96.86,13.77,480.68,5,-3.11,Medium,True,True,4.5,False,True
46,Illinois,983.21,507.82,151.47,26.03,320.52,7,16.09,Low,False,False,0.68,False,False
47,Wyoming,836.72,200.32,85.59,48.95,333.33,4,18.52,Low,False,True,1.51,True,False
48,Louisiana,887.25,411.78,310.56,6.13,470.64,3,14.24,Medium,True,True,3.22,True,False
49,Ohio,634.78,348.57,268.97,9.57,281.87,7,22.64,Low,True,True,-2.67,False,False
50,Mississippi,875.11,446.96,464.28,39.74,498.36,5,25.71,Medium,True,True,9.43,False,False
51,Indiana,456.82,709.23,398.18,94.39,121.85,1,-3.14,Medium,False,True,5.1,True,False
52,Louisiana,1246.73,643.1,437.38,90.84,291.67,4,20.85,Low,True,True,2.82,False,True
53,Tennessee,441.51,158.79,356.79,46.6,145.81,1,-7.28,High,True,False,5.98,True,False
54,Wyoming,310.46,723.22,230.53,14.22,254.0,6,12.44,Low,True,True,-3.51,False,False
55,Arkansas,767.12,430.24,669.34,17.81,126.76,5,-5.0,Low,True,True,6.8,False,False
56,Colorado,1055.8,620.7,106.17,37.75,150.14,6,12.48,High,True,False,-2.11,False,True
57,Texas,769.03,198.03,660.28,21.01,144.86,3,-1.23,Medium,True,True,-3.8,True,False
58,North Dakota,559.78,569.5,252.3,8.3,194.01,4,26.72,Medium,True,True,8.27,True,False
59,Missouri,925.62,265.43,383.23,67.38,110.57,3,34.98,Medium,True,True,5.54,False,False
60,North Carolina,651.1,406.87,120.75,58.14,414.2,7,-1.52,Medium,False,True,-4.43,False,False
61,Vermont,1412.73,111.8,96.11,29.13,149.3,1,26.83,Medium,True,False,8.97,False,True
62,Alabama,1399.44,206.13,329.2,77.89,237.46,4,-2.69,Medium,False,True,9.97,False,True
63,Missouri,853.08,164.46,532.1,77.59,57.23,6,11.69,High,True,False,4.28,False,False
64,West Virginia,626.25,267.82,225.09,49.1,97.2,1,21.28,Medium,True,True,-2.8,True,False
65,Kentucky,1158.27,170.01,415.53,9.65,453.32,1,16.89,High,False,True,2.74,False,True
66,Nebraska,247.73,584.34,231.12,91.85,426.72,3,-7.14,High,True,False,5.16,True,False
67,Oregon,817.2,120.33,302.6,66.87,428.42,6,8.13,Low,True,True,-2.22,True,False
68,Pennsylvania,637.22,532.42,639.19,24.71,235.11,5,13.51,Medium,True,True,0.81,True,False
69,Maryland,1396.7,198.5,606.3,61.05,113.69,6,9.57,Low,True,True,-3.37,False,True
70,North Dakota,215.6,761.61,385.41,40.5,98.55,1,23.27,Low,True,True,3.71,True,False
71,Arizona,918.66,753.17,204.77,63.53,322.52,7,34.41,High,True,True,0.15,False,False
72,Georgia,1162.86,257.85,175.57,47.39,422.69,1,23.38,High,False,False,0.29,False,True
73,North Dakota,830.52,530.09,670.16,48.55,455.05,2,19.5,High,True,True,1.9,False,False
74,Minnesota,311.02,119.6,181.77,73.59,179.93,3,-2.55,Medium,False,False,-1.21,False,False
75,Idaho,1464.2,752.25,575.31,61.37,194.46,1,7.44,Medium,True,True,4.25,True,True
76,Maine,873.41,466.09,289.83,8.0,95.39,6,17.41,Medium,True,False,5.07,False,False
77,Texas,998.44,130.26,690.68,6.54,398.48,2,36.7,High,True,False,-1.23,True,False
78,New York,507.59,339.75,289.3,30.5,174.06,7,5.24,Low,False,True,6.56,True,False
79,New Mexico,828.55,153.79,278.49,43.02,266.42,3,6.9,Medium,False,True,-4.2,True,False
80,Alaska,757.89,375.06,464.35,27.52,468.0,4,19.48,Medium,True,True,5.38,True,False
81,New Hampshire,297.36,568.95,674.99,65.15,388.5,5,34.99,High,True,False,1.52,True,False
82,Rhode Island,338.01,428.92,684.54,19.51,73.73,3,17.16,Low,False,False,4.33,True,False
83,Massachusetts,1288.71,368.61,509.68,70.41,53.67,1,-1.28,Medium,True,False,0.97,False,True
84,Kentucky,511.77,183.41,540.49,77.32,404.33,2,-6.23,High,False,False,0.67,True,False
85,Ohio,453.45,271.46,416.21,12.43,298.63,7,34.45,Medium,True,True,-2.84,False,False
86,Alaska,856.38,170.1,541.25,65.08,374.15,2,23.5,Low,True,False,5.69,True,False
87,Louisiana,1199.37,665.25,608.86,96.14,120.57,4,1.03,Medium,False,False,-0.5,False,True
88,Connecticut,280.53,194.67,365.96,19.28,442.42,2,26.23,Low,False,False,1.45,False,False
89,Nevada,949.85,516.76,452.91,90.93,398.0,1,25.98,Medium,True,True,6.37,False,False
90,Virginia,354.97,339.92,399.26,60.6,450.88,3,28.61,Medium,True,True,-1.55,False,False
91,California,247.4,258.18,415.61,59.09,203.49,4,34.61,High,True,True,1.76,True,False
92,North Dakota,268.57,547.63,628.53,5.19,174.07,5,-2.4,Low,False,True,-0.21,True,False
93,Nebraska,1284.41,419.9,281.15,74.83,118.28,7,37.84,Low,False,False,5.73,False,True
94,Maine,353.36,380.1,185.32,47.83,468.54,5,39.93,Medium,True,True,9.44,False,False
95,Nevada,258.7,515.0,346.58,72.12,129.57,1,-9.28,Medium,False,True,9.26,True,False
96,North Dakota,769.27,443.89,185.26,80.92,103.69,4,-5.43,Medium,True,False,2.46,True,False
97,California,1297.19,312.44,373.96,52.38,136.71,4,11.7,High,False,False,-2.46,False,True
98,Oregon,541.13,491.34,637.28,26.36,397.12,1,-8.28,Medium,False,True,9.49,True,False
99,New Jersey,748.23,568.65,451.33,14.16,450.29,6,26.74,Low,True,True,8.37,False,False
100,Mississippi,251.9,118.69,606.03,16.05,414.91,4,22.54,Medium,True,True,-2.62,True,False
101,Oregon,783.8,426.11,158.02,86.69,303.46,7,28.79,Medium,True,True,-0.9,False,False
102,Maine,950.9,140.38,635.57,12.36,497.25,2,39.92,Medium,True,False,-3.34,False,False
103,Maine,942.18,230.48,441.16,38.47,80.98,2,36.67,Medium,True,True,9.34,True,False
104,Maryland,632.15,492.36,70.64,33.43,440.24,1,4.99,High,True,True,-3.94,False,False
105,Wisconsin,610.19,706.33,461.53,86.55,242.47,1,9.82,High,False,True,0.91,True,False
106,New York,338.61,717.96,668.41,47.77,254.81,2,28.8,High,True,True,7.57,False,False
107,Illinois,676.84,148.96,101.46,99.64,107.42,3,9.41,Low,True,False,3.15,False,False
108,Nevada,329.34,393.37,428.6,73.71,65.04,1,24.93,High,False,True,2.75,False,False
109,South Carolina,1196.57,508.1,645.06,85.09,192.48,2,35.93,High,True,True,0.75,False,True
110,Maine,1456.16,202.95,56.3,9.87,128.68,3,10.29,Medium,True,True,-4.87,True,True
111,Kentucky,1461.1,635.8,460.09,25.31,267.5,3,18.03,High,True,True,-2.76,True,True
112,Mississippi,1324.59,620.96,358.69,13.54,116.3,6,32.07,Low,False,True,3.66,False,True
113,Kansas,981.03,732.34,275.54,46.36,112.07,2,13.88,Medium,True,True,7.03,False,False
114,Utah,1111.13,105.94,457.9,71.83,444.64,7,4.46,Low,True,True,4.71,False,True
115,Kentucky,570.77,251.68,84.26,16.91,464.58,7,2.91,Medium,False,True,6.4,False,False
116,Arizona,1020.0,679.03,539.49,13.02,483.9,6,-6.41,Medium,True,True,-1.9,False,True
117,Louisiana,792.34,569.41,52.91,61.46,356.23,2,6.52,Low,True,True,3.44,True,False
118,Indiana,826.62,726.07,249.51,23.03,396.96,4,24.29,Low,True,False,0.56,False,False
119,Texas,1185.11,140.03,377.57,47.93,426.1,3,-7.06,Low,True,True,0.02,False,True
120,Arizona,566.49,517.87,295.06,5.11,346.51,5,3.71,Medium,False,True,1.37,True,False
121,Missouri,613.45,498.33,249.86,68.06,198.61,4,-4.42,Low,True,False,8.07,True,False
122,Utah,1402.03,124.97,590.04,54.13,120.37,4,10.22,High,True,False,8.28,False,True
123,Connecticut,273.09,459.47,657.64,64.74,156.77,3,-5.33,Medium,True,False,6.83,False,False
124,Rhode Island,831.32,526.66,617.91,27.54,428.19,7,27.3,Medium,True,True,0.64,False,False
125,Missouri,1386.64,233.91,389.58,27.86,363.24,3,36.4,Low,True,True,-4.63,False,True
126,Wyoming,993.47,291.33,624.71,80.14,255.11,3,-0.38,Low,True,False,0.51,False,False
127,Kentucky,910.33,548.24,648.56,71.86,63.23,1,2.53,Low,False,True,7.38,False,False
128,Idaho,524.67,427.81,316.0,57.97,169.79,2,-1.99,Low,True,True,-3.53,False,False
129,Connecticut,646.26,700.61,234.24,62.81,378.0,7,-0.63,Medium,False,True,5.03,False,False
130,Nevada,1307.66,339.67,113.87,9.4,280.57,6,5.58,Medium,False,False,7.88,False,True
131,North Dakota,926.98,286.66,361.41,85.62,245.99,2,4.06,Medium,False,False,2.02,False,False
132,Wisconsin,869.16,789.41,665.09,76.99,191.16,2,9.26,Medium,False,True,-4.37,False,False
133,Nebraska,329.45,737.8,414.59,59.05,323.12,3,16.25,Medium,True,True,2.55,True,False
134,Nebraska,220.84,120.29,483.92,91.86,484.87,4,26.38,Medium,True,False,5.39,True,False
135,Ohio,1452.79,639.51,123.37,16.86,455.51,3,34.22,Low,True,False,4.85,False,True
136,West Virginia,690.08,177.23,143.29,68.67,63.72,3,12.97,Medium,False,False,2.68,False,False
137,California,984.18,119.24,351.91,96.3,266.43,4,35.45,Low,False,True,4.04,False,False
138,Delaware,303.63,291.59,668.32,31.0,198.26,5,23.99,High,False,True,-0.85,False,False
139,Indiana,1088.05,288.54,284.51,1.53,279.77,6,26.45,Medium,True,True,-1.81,False,True
140,Virginia,1412.34,673.52,620.36,73.49,322.8,1,16.11,Low,False,False,8.3,False,True
141,Kentucky,948.36,597.47,128.19,0.7,140.01,5,16.16,Low,True,True,-0.67,True,False
142,Ohio,363.95,787.13,451.06,87.25,401.71,3,16.6,High,True,False,5.39,False,False
143,Washington,956.24,598.06,440.4,5.63,263.78,2,14.6,Low,True,True,-2.24,False,False
144,Michigan,1196.25,392.78,608.92,65.28,496.4,2,12.94,Low,True,True,1.45,True,True
145,Idaho,728.34,589.25,52.16,37.72,61.31,4,28.73,Medium,False,True,-2.87,False,False
146,Arkansas,1343.79,799.62,173.46,20.33,135.37,3,9.38,Medium,False,True,-0.58,False,True
147,Idaho,1043.29,597.1,192.8,89.83,360.33,7,0.34,High,True,True,-2.31,False,True
148,Montana,1369.02,633.18,667.48,74.62,362.83,4,-3.22,Medium,False,True,9.34,True,True
149,North Dakota,1010.56,756.86,149.9,34.04,311.98,4,33.98,High,True,True,-4.76,False,True
150,Ohio,370.67,179.56,74.03,28.42,487.38,1,33.14,Medium,True,True,0.22,False,False
151,New Hampshire,602.6,593.35,397.4,73.6,236.89,4,2.18,Low,True,False,4.44,True,False
152,New Mexico,462.33,695.56,393.56,83.66,237.67,3,-4.09,Low,True,False,8.17,False,False
153,Alaska,1381.47,768.07,598.63,71.59,459.71,1,38.02,Medium,True,True,9.95,True,True
154,North Dakota,1188.52,247.68,666.76,64.0,292.3,2,14.1,Medium,True,False,4.13,False,True
155,Nebraska,1079.32,452.75,400.05,22.79,209.18,1,-5.33,Medium,False,True,8.77,False,True
156,Illinois,591.26,576.39,654.5,85.28,373.52,3,0.77,Low,True,True,9.23,False,False
157,Illinois,439.26,273.23,521.35,74.97,328.85,6,25.19,Low,True,False,3.05,True,False
158,Tennessee,1183.39,520.33,221.96,51.73,187.88,5,-5.93,Low,True,True,-3.26,True,True
159,Maryland,816.41,280.31,653.47,51.16,184.07,1,11.65,High,True,True,2.53,True,False
160,Utah,493.53,333.42,483.84,56.92,228.03,6,11.38,High,False,False,2.26,False,False
161,Arizona,1001.61,409.06,319.16,82.83,82.23,5,24.28,Low,False,True,3.22,False,True
162,Kentucky,252.43,470.43,492.16,74.23,474.18,1,-0.03,Low,True,False,0.29,True,False
163,Kansas,624.02,414.56,310.85,85.62,132.36,1,39.19,Low,True,False,5.03,False,False
164,Pennsylvania,809.12,445.24,124.22,50.73,137.22,4,-2.24,Low,False,False,1.97,True,False
165,Maine,392.35,309.01,517.34,62.46,341.17,7,19.92,High,True,True,3.57,False,False
166,Arizona,1480.05,211.28,585.66,85.46,375.91,7,6.41,High,True,False,-0.47,False,True
167,Oklahoma,471.83,133.14,523.72,23.23,381.58,7,-3.36,Low,False,True,1.6,False,False
168,Delaware,369.46,237.19,198.92,44.4,218.78,5,16.94,Low,True,False,5.7,True,False
169,Rhode Island,464.6,507.36,671.81,62.07,443.0,6,-1.52,Medium,False,False,-3.39,False,False
170,New Hampshire,1199.78,650.28,66.42,91.51,294.8,5,23.99,Medium,True,False,7.02,True,True
171,Arizona,753.16,218.47,266.25,1.58,247.36,1,-8.38,Low,True,True,1.35,False,False
172,North Carolina,935.04,175.99,219.06,21.26,414.67,3,15.52,Medium,True,False,9.63,True,False
173,Michigan,227.31,624.5,81.28,23.45,159.6,3,0.95,Low,True,True,2.97,True,False
174,West Virginia,244.76,313.61,313.72,32.66,437.08,5,37.5,Medium,True,True,-4.15,False,False
175,Virginia,779.57,766.05,455.02,28.18,292.47,4,25.53,Low,True,True,2.67,True,False
176,North Carolina,1261.65,600.02,623.66,59.01,455.03,4,27.76,Low,False,False,2.94,True,True
177,Kansas,1350.81,328.73,693.3,88.56,140.73,3,25.27,Low,True,True,5.0,True,True
178,Oregon,312.72,302.68,575.26,63.7,471.23,4,23.29,Medium,True,True,-2.53,False,False
179,New Hampshire,899.87,466.59,354.64,24.15,359.54,1,-3.1,Low,True,True,2.15,False,False
180,Kansas,1387.2,155.4,520.41,86.38,328.25,7,39.87,Medium,False,False,0.81,True,True
181,Arkansas,704.36,182.37,598.36,63.2,239.93,1,22.87,Medium,True,True,8.76,False,False
182,Pennsylvania,1278.44,223.1,352.45,21.9,480.34,5,34.87,Medium,False,True,-0.56,False,True
183,Wyoming,373.8,642.31,560.29,36.17,249.76,6,15.19,Low,True,True,-4.73,True,False
184,Wyoming,1416.01,459.7,363.72,79.0,274.34,7,4.3,High,True,True,2.46,False,True
185,Nevada,1176.85,107.4,301.22,73.89,401.67,2,11.86,Low,True,True,9.44,True,True
186,California,1423.73,571.46,391.96,57.66,178.18,3,9.96,High,True,False,4.64,False,True
187,Alabama,1079.6,396.58,489.31,14.48,181.17,7,-9.2,Low,True,True,4.01,True,True
188,Utah,672.43,457.6,522.47,80.33,398.88,3,23.75,Medium,True,False,7.48,True,False
189,Maine,1419.64,249.88,281.88,30.75,107.86,2,26.88,Medium,True,False,-2.67,False,True
190,Virginia,558.24,486.25,421.36,77.16,420.33,4,-7.95,Medium,True,True,0.31,False,False
191,New Hampshire,631.82,785.41,641.42,64.76,331.33,7,2.3,Medium,True,True,-1.88,False,False
192,Colorado,1111.05,151.41,684.6,26.42,292.59,1,23.22,Low,True,True,0.76,False,True
193,Iowa,1194.91,298.74,197.71,21.24,153.1,1,6.09,Medium,True,False,-4.16,True,True
194,West Virginia,1408.22,270.1,175.34,13.09,403.87,3,36.69,Low,True,True,1.16,False,True
195,Alabama,466.24,273.98,489.85,24.19,412.23,7,-4.37,High,True,True,-2.78,True,False
196,New York,1237.4,365.09,319.54,15.78,267.32,3,36.4,Low,True,True,4.31,False,True
197,Hawaii,1160.11,672.68,65.74,61.71,225.13,4,35.7,Medium,False,False,2.21,True,True
198,Louisiana,282.93,739.0,275.46,59.88,160.77,7,37.79,Medium,False,True,5.01,False,False
199,Louisiana,703.39,241.55,574.38,58.62,389.41,4,-6.14,Low,True,False,1.62,True,False
200,Indiana,567.6,480.06,568.33,64.19,337.75,7,3.62,Low,True,True,4.39,False,False
201,Montana,595.84,545.83,371.55,81.48,142.98,3,2.57,High,True,True,-3.5,True,False
202,Florida,1477.83,465.28,357.18,91.36,407.51,4,34.26,High,True,False,-2.53,False,True
203,Alaska,1035.61,403.85,426.68,23.04,446.99,2,30.36,Low,True,False,9.51,True,True
204,New Hampshire,1132.98,234.38,192.61,58.78,76.66,1,-2.06,Low,True,False,7.6,True,True
205,Kentucky,1469.6,441.75,391.93,7.83,397.59,3,-2.93,Low,True,True,3.38,False,True
206,New Hampshire,690.36,380.85,57.18,12.01,433.76,2,13.71,Medium,True,True,9.98,False,False
207,Wisconsin,1242.39,656.89,359.11,65.43,496.18,2,-1.33,Medium,True,False,-4.46,True,True
208,Missouri,764.89,634.52,268.43,48.66,156.92,7,13.8,Medium,False,True,9.67,False,False
209,New Jersey,1330.39,193.8,488.67,75.83,216.95,6,32.23,Low,True,True,-4.1,True,True
210,Delaware,434.85,161.96,464.93,42.57,484.79,5,15.0,Low,False,True,4.64,True,False
211,North Dakota,1431.99,735.71,297.54,12.76,92.31,3,26.22,Medium,True,True,3.75,True,True
212,Hawaii,484.4,474.86,54.73,87.21,285.67,7,2.5,Low,True,True,8.13,False,False
213,New York,624.09,700.46,213.98,8.29,278.04,5,3.29,Low,True,False,3.76,False,False
214,North Carolina,1183.05,140.71,461.68,18.9,322.95,2,19.69,Medium,True,False,-1.69,True,True
215,West Virginia,711.88,468.56,97.04,27.7,198.86,3,32.62,Medium,True,False,-1.77,False,False
216,Nevada,990.67,477.6,119.97,99.53,466.66,5,16.56,Medium,True,True,6.01,True,False
217,Rhode Island,777.95,702.49,470.57,41.69,171.53,1,-0.09,Low,False,True,7.51,True,False
218,Michigan,1165.08,168.33,541.25,50.17,342.36,3,0.89,High,True,True,2.29,True,True
219,Wisconsin,496.83,268.31,259.01,76.97,273.17,5,20.85,High,True,False,7.1,False,False
220,Hawaii,276.0,384.58,368.29,63.64,170.0,4,-4.83,Medium,False,False,-2.65,True,False
221,North Dakota,589.91,706.09,664.71,84.14,134.98,3,-6.73,Low,False,False,2.98,False,False
222,Arizona,816.6,757.22,664.6,48.64,480.45,6,-4.86,Low,True,True,2.17,False,False
223,Idaho,418.43,794.91,249.88,97.22,302.58,7,9.62,Low,True,True,7.44,False,False
224,Idaho,661.24,771.44,576.49,79.68,321.89,4,7.72,Low,True,True,8.79,False,False
225,New York,719.98,104.16,436.06,40.14,402.3,3,-9.89,High,True,False,-3.3,False,False
226,Wisconsin,274.61,133.4,684.06,38.13,86.55,5,-1.92,High,True,True,3.74,False,False
227,Tennessee,958.3,203.32,360.45,92.95,371.19,5,7.38,Medium,False,True,1.24,False,False
228,California,1349.65,344.2,553.56,68.44,124.31,6,11.5,High,True,True,2.15,False,True
229,Vermont,397.27,680.94,549.29,62.14,383.22,3,10.11,Medium,True,True,7.51,False,False
230,Georgia,977.15,724.86,373.33,75.78,113.6,2,5.98,Medium,True,True,5.06,True,False
231,South Carolina,1064.16,230.78,567.16,56.08,424.62,5,30.6,Low,True,True,2.62,False,True
232,Delaware,745.14,533.76,219.68,15.92,356.46,6,10.8,Low,False,False,3.43,False,False
233,Delaware,1111.43,742.15,129.46,31.92,223.65,3,22.22,Medium,True,True,7.82,False,True
234,Missouri,733.95,424.61,326.36,55.79,211.48,3,31.62,Low,True,True,7.56,True,False
235,Indiana,856.03,172.48,663.36,1.82,117.03,7,32.69,Low,False,False,0.13,False,False
236,South Carolina,209.56,420.47,375.48,43.74,456.82,1,32.85,Low,True,True,-3.3,False,False
237,Massachusetts,1099.24,363.06,462.92,75.58,103.34,4,14.73,Low,False,True,-2.65,True,True
238,Colorado,1059.75,504.36,455.71,16.42,262.43,1,23.07,Low,False,True,-0.16,True,True
239,Pennsylvania,249.92,407.06,136.17,6.46,156.43,4,5.73,Low,False,True,9.48,True,False
240,South Dakota,678.73,112.14,303.69,83.6,498.35,4,33.09,Medium,True,True,8.98,True,False
241,New Mexico,1472.74,795.8,509.51,61.73,313.63,7,0.67,Medium,False,True,8.52,False,True
242,Michigan,746.96,480.48,681.79,17.66,117.31,1,29.39,Medium,False,True,3.46,False,False
243,Ohio,852.53,431.54,159.21,80.63,350.4,6,13.49,High,False,True,2.47,False,False
244,Maine,1382.91,768.23,316.79,65.81,496.22,2,4.94,Low,True,False,-1.27,True,True
245,South Carolina,1132.44,209.1,111.81,33.41,322.27,3,8.98,High,True,True,5.18,True,True
246,Rhode Island,956.69,232.47,207.54,37.62,255.82,5,19.41,Low,False,False,8.21,False,False
247,Illinois,1237.15,665.61,294.89,15.59,181.97,3,36.5,Low,True,False,7.61,False,True
248,Michigan,1323.68,282.58,401.42,83.53,91.46,6,-5.12,Medium,True,False,6.41,True,True
249,Texas,793.95,659.46,199.87,50.9,152.71,6,35.97,Medium,True,True,-1.34,True,False
250,Washington,817.64,290.07,197.92,55.7,299.13,1,30.79,Low,True,True,3.64,True,False
251,Maine,701.87,123.23,555.59,88.35,389.2,2,19.37,Medium,False,True,-1.63,False,False
252,Massachusetts,1456.72,461.91,675.72,1.58,445.07,5,-3.48,Low,True,True,7.06,False,True
253,Arizona,1106.32,237.68,260.35,6.69,407.17,5,30.62,High,False,False,8.83,True,True
254,Georgia,308.19,630.49,497.19,16.16,106.46,6,24.53,High,True,True,9.07,False,False
255,Vermont,1321.85,548.84,217.75,3.0,398.06,2,14.87,Low,True,True,8.8,False,True
256,California,824.73,746.52,653.17,65.82,311.72,7,34.29,Medium,True,True,-0.73,False,False
257,Missouri,289.38,648.09,487.39,63.39,261.1,5,23.22,High,True,False,-1.85,False,False
258,Virginia,914.63,226.54,571.74,21.08,307.74,7,4.43,High,False,True,-3.76,False,False
259,Oregon,742.31,660.11,82.08,14.94,53.63,5,-7.82,Medium,False,False,6.24,True,False
260,Colorado,1341.07,549.22,439.03,14.57,80.48,2,27.97,Medium,False,True,9.43,True,True
261,New Hampshire,465.19,568.27,392.95,95.32,286.63,1,2.77,Low,True,False,-3.22,False,False
262,Idaho,1274.4,682.58,240.45,69.35,128.13,7,4.03,High,True,True,2.16,True,True
263,Alabama,925.0,501.68,220.58,58.54,295.49,1,12.49,Low,True,True,-0.9,True,False
264,Delaware,270.99,426.2,427.02,32.25,209.4,6,27.5,Medium,False,False,5.94,False,False
265,Alaska,1463.4,545.65,509.22,43.3,458.34,7,36.22,Low,True,True,7.97,False,True
266,Delaware,866.4,308.57,71.56,8.94,477.36,5,0.81,Low,True,False,0.26,False,False
267,Texas,578.14,227.82,418.81,99.82,490.9,1,34.1,Low,False,True,5.26,False,False
268,Arkansas,810.23,531.61,160.8,75.51,454.52,1,20.22,Low,True,False,0.98,True,False
269,Wisconsin,1315.22,263.69,141.24,62.15,493.65,5,32.78,Medium,False,True,9.23,True,True
270,Illinois,596.37,155.94,455.03,58.78,367.77,5,32.41,High,False,False,-4.97,False,False
271,New Hampshire,450.48,100.39,252.07,50.43,482.24,6,9.62,Medium,True,True,6.53,False,False
272,South Dakota,367.79,525.82,336.57,25.74,338.81,6,23.91,Medium,False,False,-4.35,True,False
273,South Dakota,587.22,353.5,284.0,22.64,414.15,7,37.33,Medium,True,False,5.87,False,False
274,Oklahoma,1214.06,626.62,471.42,54.95,109.36,1,23.62,Medium,False,True,9.25,False,True
275,Iowa,813.11,362.62,355.58,7.02,357.17,6,12.91,Medium,True,True,8.28,False,False
276,Delaware,495.73,440.2,676.25,7.45,469.0,4,8.6,High,True,False,-3.22,True,False
277,Connecticut,416.04,384.96,279.05,56.08,293.02,2,-2.83,Medium,False,True,-3.91,False,False
278,Mississippi,632.55,555.4,531.18,91.98,134.07,1,39.94,Medium,True,True,8.79,False,False
